period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ζαχαριάδης Κωνσταντίνος Εμμανουήλ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β1' ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ξενογιαννακοπούλου Μαρία Ελίζα (Μαριλίζα) Διονυσίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β1' ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κατρούγκαλος Γεώργιος Στέλιου - Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β1' ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Λοβέρδος Ανδρέας Νικολάου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,Β1' ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Παφίλης Αθανάσιος Σπυρίδωνα,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β1' ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αλεξοπούλου Αναστασία - Αικατερίνη Κωνσταντίνου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,Β1' ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γρηγοριάδης Κλέων Γεωργίου,ΜέΡΑ25,Β1' ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κουρουμπλής Παναγιώτης Ελευθερίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μητσοτάκης Κυριάκος  Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βαρβιτσιώτης  Μιλτιάδης  Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Λοβέρδος Ιωάννης - Μιχαήλ (Γιάννης) Πέτρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Δραγασάκης  Ιωάννης Ανδρέα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βίτσας Δημήτριος Αθανασίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καφαντάρη Χαρούλα (Χαρά) Φωτίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γιαννακοπούλου Κωνσταντίνα (Νάντια) Ιωάννη,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κουτσούμπας Δημήτριος Αποστόλου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αθανασίου Μαρία Ευαγγέλου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αρσένης Κρίτων - Ηλίας Δημοκράτη,ΜέΡΑ25,Β2' ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Δένδιας  Νικόλαος - Γεώργιος  Σπυρίδωνα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κυρανάκης Κωνσταντίνος Ιωάννη - Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Χατζηδάκης Διονύσιος Διονυσίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Θεοχάρης Θεοχάρης (Χάρης) Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καραμανλή Άννα  Αρκαδίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βούλτεψη  Σοφία  Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Παπαδημητρίου Χαράλαμπος (Μπάμπης) Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καλλιάνος Ιωάννης Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Σπανάκης Βασίλειος - Πέτρος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Παππάς Νικόλαος Στυλιανού,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Φωτίου  Θεανώ Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μουζάλας Ιωάννης Ευστρατίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μπαλάφας  Ιωάννης  Περικλή,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Χρηστίδου Ραλλία Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γεννηματά Φωτεινή (Φώφη) Γεωργίου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κατσώτης Χρήστος Περικλή,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βαγενάς Δημήτριος Κωνσταντίνου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Σακοράφα Σοφία Ηλία,ΜέΡΑ25,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αντωνίου Αντωνία (Τόνια) Νικολάου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,Β3΄ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κατσαφάδος Κωνσταντίνος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μελάς Ιωάννης Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μανωλάκος Νικόλαος Πέτρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Δούνια Παναγιώτα (Νόνη) Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μπουτσικάκης Χριστόφορος - Εμμανουήλ Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Δρίτσας Θεόδωρος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μαρκόπουλος Δημήτριος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τραγάκης Ιωάννης Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κασιμάτη Ειρήνη (Νίνα) Γεωργίου,ΑΝΕΞΑΡΤΗΤΟΙ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ραγκούσης Ιωάννης Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αλεξιάδης Τρύφων Ζαφειρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μανωλάκου Διαμάντω Εμμανουήλ,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ασημακοπούλου Σοφία - Χάιδω Δημητρίου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μπακαδήμα Φωτεινή Αγαθοκλή,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μαρτίνου Γεωργία Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βορίδης Μαυρουδής (Μάκης) Χρήστου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βλάχος  Γεώργιος  Θεοδώρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Οικονόμου  Βασίλειος  Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Σπίρτζης Χρήστος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αθανασίου Αθανάσιος (Νάσος) Ευθυμίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Σκουρολιάκος  Παναγιώτης (Πάνος)  Λουκά,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μυλωνάκης Αντώνιος Αντωνίου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Απατζίδη Μαρία Κυρίλλου,ΜέΡΑ25,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γκιόκας Ιωάννης Χρήστου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Α΄ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μπούρας  Αθανάσιος  Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β΄ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Λιάκος Ευάγγελος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β΄ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κώτσηρας Γεώργιος Αναστασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β΄ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τσίπρας Γεώργιος Ηρακλή,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β΄ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Καραγκούνης Κωνσταντίνος Ανδρέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Σαλμάς Μάριος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Λιβανός Σπυρίδωνας-Παναγιώτης (Σπήλιος) Διονυσίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βαρεμένος Γεώργιος Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Μωραΐτης Αθανάσιος (Θάνος) Χρήστου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κωνσταντόπουλος Δημήτριος  Χρήστου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Παπαναστάσης Νικόλαος Αθανασίου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Ανδριανός Ιωάννης Σωτηρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γκιόλας Ιωάννης Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Πουλάς Ανδρέας Θεοδοσίου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Βλάσης Κωνσταντίνος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Παπαηλιού Γεώργιος Ηλία,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κωνσταντινόπουλος Οδυσσέας Κωνσταντίνου,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Στύλιος Γεώργιος Δημοσθένη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γεροβασίλη Όλγα Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Γκόκας Χρήστος Ναπολέοντα,ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τσιγκρής Άγγελος Αντωνίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Κατσανιώτης Ανδρέας Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Φωτήλας Ιάσωνας Ασημάκη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Αλεξοπούλου Χριστίνα Μιχαήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΗ΄ Περιόδου  (17/07/2019 - 22/04/2023),Τσίπρας Αλέξιος Παύλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΧΑΪΑΣ
