period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μπόλαρη Μαρία Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Σκανδαλίδης Κωνσταντίνος Γεωργίου,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κουντουρά Έλενα Αλεξάνδρου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ - ΠΑΝΟΣ ΚΑΜΜΕΝΟΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μιχαλολιάκος Νικόλαος Γεωργίου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Πανούσης Ιωάννης Αποστόλου,ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κανέλλη Γαρυφαλλιά (Λιάνα) Χρήστου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Πλεύρης Αθανάσιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μωραϊτάκης Αλέξανδρος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Αρβανιτόπουλος Κωνσταντίνος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κατσαφάδος Κωνσταντίνος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Δρίτσας Θεόδωρος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μελάς Παναγιώτης Ιωάννη,ΑΝΕΞΑΡΤΗΤΟΙ ΔΗΜΟΚΡΑΤΙΚΟΙ ΒΟΥΛΕΥΤΕΣ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μελάς Παναγιώτης Ιωάννη,ΑΝΕΞΑΡΤΗΤΟΙ ΔΗΜΟΚΡΑΤΙΚΟΙ ΒΟΥΛΕΥΤΕΣ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κούζηλος Νικόλαος Παναγιώτη,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Ρεπούση Μαρία Βασιλείου,ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Τραγάκης Ιωάννης Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Νεράντζης Αναστάσιος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Λαφαζάνης Παναγιώτης Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Βαμβακά Ευγενία (Τζένη) Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κουράκος Ιωάννης Θωμά,ΑΝΕΞΑΡΤΗΤΟΙ ΔΗΜΟΚΡΑΤΙΚΟΙ ΒΟΥΛΕΥΤΕΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Λαγός Ιωάννης Ευαγγέλου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Γιαννακάκη Μαρία Γεωργίου,ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μανωλάκου Διαμάντω Εμμανουήλ,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Βορίδης Μαυρουδής (Μάκης) Χρήστου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μαρτίνου Γεωργία Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Βλάχος  Γεώργιος  Θεοδώρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μπούρας  Αθανάσιος  Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μητρόπουλος Αλέξιος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Αθανασίου Αθανάσιος (Νάσος) Ευθυμίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Πάντζας Γεώργιος Σπυρίδωνος-Αριστοτέλη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Χριστοφιλοπούλου Παρασκευή (Εύη) συζ. Δημητρίου,ΠΑ.ΣΟ.Κ.,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Χαϊκάλης Παύλος Γεωργίου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ - ΠΑΝΟΣ ΚΑΜΜΕΝΟΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κασιδιάρης Ηλίας Παναγιώτη,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Οικονόμου  Βασίλειος  Αθανασίου,ΑΝΕΞΑΡΤΗΤΟΙ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Γκιόκας Ιωάννης Χρήστου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΑΤΤΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Σαλμάς Μάριος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Καραγκούνης Κωνσταντίνος Ανδρέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Βαρεμένος Γεώργιος Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Τριανταφύλλου Μαρία Κωνσταντίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μωραΐτης Αθανάσιος (Θάνος) Χρήστου,ΠΑ.ΣΟ.Κ.,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μπαρμπαρούσης Κωνσταντίνος Ηλία,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Φούντα Νίκη Νικολάου,ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μωραΐτης Νικόλαος Επαμεινώνδα,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Ανδριανός Ιωάννης Σωτηρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κοδέλας Δημήτριος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μανιάτης Ιωάννης Αναστασίου,ΠΑ.ΣΟ.Κ.,ΑΡΓΟΛΙΔΟΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Λυκουρέντζος Ανδρέας Θεοφάνη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Ζαχαριάς Κωνσταντίνος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κωνσταντινόπουλος Οδυσσέας Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,ΑΡΚΑΔΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Στύλιος Γεώργιος Δημοσθένη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Γεροβασίλη Όλγα Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Γκόκας Χρήστος Ναπολέοντα,ΠΑ.ΣΟ.Κ.,ΑΡΤΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Νταβλούρος Αθανάσιος Περικλή,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Νικολόπουλος Νικόλαος Ιωάννου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ - ΠΑΝΟΣ ΚΑΜΜΕΝΟΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κανελλοπούλου Μαρία Ανδρέα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Χατζηλάμπρου Βασίλειος Σάββα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Παπανδρέου  Γεώργιος  Ανδρέα,ΠΑ.ΣΟ.Κ.,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Νταβρής Γεώργιος Χαραλάμπους,ΑΝΕΞΑΡΤΗΤΟΙ ΔΗΜΟΚΡΑΤΙΚΟΙ ΒΟΥΛΕΥΤΕΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Αρβανίτης - Αβράμης Μιχαήλ Κωνσταντίνου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Τσούκαλης Νικόλαος Σπυρίδωνος,ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Καραθανασόπουλος Νικόλαος Πέτρου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΑΧΑΪΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μπασιάκος Ευάγγελος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Καράμπελας Ιωάννης Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κουτσούμπας Ανδρέας Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Σταθάς Ιωάννης Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΒΟΙΩΤΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κοψαχείλης Τιμολέων Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΓΡΕΒΕΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κυριαζίδης Δημήτριος Τριαντάφυλλου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Καραγιαννίδης Χρήστος Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Αηδόνης Χρήστος Ευαγγέλου,ΑΝΕΞΑΡΤΗΤΟΙ ΔΗΜΟΚΡΑΤΙΚΟΙ ΒΟΥΛΕΥΤΕΣ,ΔΡΑΜΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Υψηλάντης Βασίλειος-Νικόλαος Αναστασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κόνσολας Εμμανουήλ Νικία,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Γάκης Δημήτριος Θωμά,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κρεμαστινός Δημήτριος Θωμά,ΠΑ.ΣΟ.Κ.,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Ιατρίδη Τσαμπίκα (Μίκα) Ιωάννη,ΑΝΕΞΑΡΤΗΤΟΙ ΔΗΜΟΚΡΑΤΙΚΟΙ ΒΟΥΛΕΥΤΕΣ,ΔΩΔΕΚΑΝΗΣΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Γεροντόπουλος Κυριάκος Χριστόδουλου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΒΡΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Δερμεντζόπουλος Αλέξανδρος Χρήστου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΒΡΟΥ
